Academic English Multi Student
Select	CRN	Subj	Crse	Sec	Cmp	Cred	Title	Days	Time	Cap	Act	Rem	WL Cap	WL Act	WL Rem	XL Cap	XL Act	XL Rem	Instructor	Date (MM/DD)	Location	Attribute
NR	41071	ARCH	350	01	M	4.000	Architecture Studio V	MW	09:00 am-11:45 am	12	0	12	0	0	0	0	0	0	Matthew Chase Peek (P)	08/22-12/14	FR XARTS 028	In-Person Modality and Tuition (Liberal Arts)
NR	41072	ARCH	350	02	M	4.000	Architecture Studio V	MW	09:00 am-11:45 am	12	0	12	0	0	0	0	0	0	Renata Ancona (P)	08/22-12/14	KO M205	In-Person Modality and Tuition (Liberal Arts)
NR	41073	ARCH	350	03	M	4.000	Architecture Studio V	MW	12:15 pm-03:00 pm	12	0	12	0	0	0	0	0	0	TBA	08/22-12/14	FR XARTS 026	In-Person Modality and Tuition (Liberal Arts)
NR	41074	ARCH	350	04	M	4.000	Architecture Studio V	MW	12:15 pm-03:00 pm	12	0	12	0	0	0	0	0	0	TBA	08/22-12/14	FR XARTS 028	In-Person Modality and Tuition (Liberal Arts)
NR	41075	ARCH	400	01	M	4.000	Community Design Outreach	TR	09:00 am-11:45 am	15	0	15	0	0	0	0	0	0	Seth L Wachtel (P)	08/22-12/14	KO M205	In-Person Modality and UG MNR PSCE Models Soc (PSC3) and Core SL Service Learning and Tuition (Liberal Arts)
NR	41076	ARCH	400	02	M	4.000	Community Design Outreach	TR	12:45 pm-02:30 pm	15	0	15	0	0	0	0	0	0	Seth L Wachtel (P)	08/22-12/14	KO M205	In-Person Modality and UG MNR PSCE Models Soc (PSC3) and Core SL Service Learning and Tuition (Liberal Arts)
NR	41077	ARCH	401	01	M	4.000	Intro Arch Theory & Writn Word	MW	11:45 am-01:30 pm	35	0	35	0	0	0	0	0	0	Hans Joachim Neis (P)	08/22-12/14	KA 211	In-Person Modality and Tuition (Liberal Arts)
NR	41078	ARCH	410	01	M	2.000	Portfolio Lab	W	03:05 pm-04:50 pm	18	0	18	0	0	0	0	0	0	TBA	08/22-12/14	CO G25	In-Person Modality and Tuition (Liberal Arts)
NR	41079	ARCH	498	01	M	2.000	Thesis Preparation Seminar	M	01:45 pm-03:30 pm	12	0	12	0	0	0	0	0	0	Hans Joachim Neis (P)	08/22-12/14	KO M205	In-Person Modality and Tuition (Liberal Arts)
Art
Select	CRN	Subj	Crse	Sec	Cmp	Cred	Title	Days	Time	Cap	Act	Rem	WL Cap	WL Act	WL Rem	XL Cap	XL Act	XL Rem	Instructor	Date (MM/DD)	Location	Attribute
NR	41080	ART	100	01	M	4.000	Art Appreciation	MWF	10:30 am-11:35 am	40	0	40	0	0	0	0	0	0	Jessica Snow (P)	08/22-12/14	LM 351	UG MNR ART HIST. ELECT (AHAM) and Core F Visual and Perf Arts and In-Person Modality and Tuition (Liberal Arts)
NR	41081	ART	100	02	M	4.000	Art Appreciation	MW	06:30 pm-08:15 pm	40	0	40	0	0	0	0	0	0	Celia S Stahr (P)	08/22-12/14	LM 351	UG MNR ART HIST. ELECT (AHAM) and Core F Visual and Perf Arts and In-Person Modality and Tuition (Liberal Arts)
NR	41082	ART	100	03	M	4.000	Art Appreciation	TR	06:30 pm-08:15 pm	40	0	40	0	0	0	0	0	0	Tamara Porras (P)	08/22-12/14	LM 351	UG MNR ART HIST. ELECT (AHAM) and Core F Visual and Perf Arts and In-Person Modality and Tuition (Liberal Arts)
NR	41083	ART	101	01	M	4.000	Survey of Western Art History I	TR	09:55 am-11:40 am	25	0	25	0	0	0	0	0	0	TBA	08/22-12/14	LM 351	Core F Visual and Perf Arts and In-Person Modality and UG MNR EURO ELECT (MEU1) and Tuition (Liberal Arts)
NR	41084	ART	101	02	M	4.000	Survey of Western Art History I	TR	12:45 pm-02:30 pm	25	0	25	0	0	0	0	0	0	TBA	08/22-12/14	LM 351	Core F Visual and Perf Arts and In-Person Modality and UG MNR EURO ELECT (MEU1) and Tuition (Liberal Arts)
C	41085	ART	103	01	M	4.000	Drawing for Non-Majors	MW	02:45 pm-05:30 pm	0	0	0	0	0	0	0	0	0	TBA	08/22-12/14	FR XARTS 008	Core F Visual and Perf Arts and In-Person Modality and Tuition (Liberal Arts)
C	41086	ART	103	02	M	4.000	Drawing for Non-Majors	MW	05:45 pm-08:30 pm	0	0	0	0	0	0	0	0	0	TBA	08/22-12/14	FR XARTS 008	Core F Visual and Perf Arts and In-Person Modality and Tuition (Liberal Arts)
NR	41087	ART	104	01	M	1.000	Art + Architecture Fabrication Lab	F	02:30 pm-07:00 pm	12	0	12	0	0	0	12	0	12	Luca Ameri (P)	08/22-12/14	FR XARTS 001	In-Person Modality and Tuition (Liberal Arts)
NR	41088	ART	104	02	M	1.000	Art + Architecture Fabrication Lab	S	09:30 am-02:00 pm	12	0	12	0	0	0	12	0	12	Luca Ameri (P)	08/22-12/14	FR XARTS 001	In-Person Modality and Tuition (Liberal Arts)
NR	41089	ART	104	03	M	1.000	Art + Architecture Fabrication Lab	F	02:30 pm-07:00 pm	12	0	12	0	0	0	12	0	12	Luca Ameri (P)	08/22-12/14	FR XARTS 001	In-Person Modality and Tuition (Liberal Arts)
NR	41090	ART	104	04	M	1.000	Art + Architecture Fabrication Lab	S	09:30 am-02:00 pm	12	0	12	0	0	0	12	0	12	Luca Ameri (P)	08/22-12/14	FR XARTS 001	In-Person Modality and Tuition (Liberal Arts)
NR	41091	ART	104	05	M	1.000	Art + Architecture Fabrication Lab	F	02:30 pm-07:00 pm	12	0	12	0	0	0	12	0	12	Luca Ameri (P)	08/22-12/14	FR XARTS 001	In-Person Modality and Tuition (Liberal Arts)
NR	41092	ART	104	06	M	1.000	Art + Architecture Fabrication Lab	S	09:30 am-02:00 pm	12	0	12	0	0	0	12	0	12	Luca Ameri (P)	08/22-12/14	FR XARTS 001	In-Person Modality and Tuition (Liberal Arts)
NR	41093	ART	106	01	M	4.000	Painting for Non-Majors	TR	04:00 pm-05:45 pm	14	0	14	0	0	0	0	0	0	TBA	08/22-12/14	FR XARTS 008	Core F Visual and Perf Arts and In-Person Modality and Tuition (Liberal Arts)
NR	41094	ART	110	01	M	4.000	History of Western Design	TR	09:55 am-11:40 am	40	0	40	0	0	0	0	0	0	Alessandra DeMaio Wood (P)	08/22-12/14	LM 245	Core F Visual and Perf Arts and In-Person Modality and Tuition (Liberal Arts)
NR	41095	ART	120	01	M	4.000	Art Fundamentals	TR	01:00 pm-03:45 pm	14	0	14	0	0	0	0	0	0	Jenifer Karla Wofford (P)	08/22-12/14	FR XARTS 001	In-Person Modality and Tuition (Liberal Arts)
C	41096	ART	120	02	M	4.000	Art Fundamentals	MW	11:45 am-02:30 pm	0	0	0	0	0	0	0	0	0	TBA	08/22-12/14	FR XARTS 008	In-Person Modality and Tuition (Liberal Arts)
NR	41097	ART	130	01	M	4.000	Drawing I	F	08:30 am-01:30 pm	14	0	14	0	0	0	0	0	0	TBA	08/22-12/14	FR XARTS 008	In-Person Modality and UG MNR FNAR ELECT (MFA1) and Tuition (Liberal Arts)
NR	41098	ART	140	01	M	4.000	Design Fundamentals	TR	01:00 pm-03:30 pm	12	0	12	10	0	10	0	0	0	Sandra Jayne Kelch (P)	08/22-12/14	FR XARTS 005	In-Person Modality and Tuition (Liberal Arts)
NR	41099	ART	140	02	M	4.000	Design Fundamentals	TR	04:00 pm-06:30 pm	12	0	12	10	0	10	0	0	0	Sandra Jayne Kelch (P)	08/22-12/14	FR XARTS 005	In-Person Modality and Tuition (Liberal Arts)
NR	41100	ART	140	03	M	4.000	Design Fundamentals	MW	09:00 am-11:30 am	12	0	12	10	0	10	0	0	0	Nico Van Dongen (P)	08/22-12/14	CO G25	In-Person Modality and Tuition (Liberal Arts)
NR	41101	ART	140	04	M	4.000	Design Fundamentals	MW	11:45 am-02:15 pm	12	0	12	10	0	10	0	0	0	Nico Van Dongen (P)	08/22-12/14	CO G25	In-Person Modality and Tuition (Liberal Arts)
NR	41102	ART	155	01	M	4.000	Visual Communication I	MW	02:30 pm-05:00 pm	12	0	12	10	0	10	0	0	0	Ivy Climacosa (P)	08/22-12/14	FR XARTS 005	In-Person Modality and Tuition (Liberal Arts)
NR	41103	ART	155	02	M	4.000	Visual Communication I	MW	09:00 am-11:30 am	12	0	12	10	0	10	0	0	0	TBA	08/22-12/14	LM 357	In-Person Modality and Tuition (Liberal Arts)
NR	41104	ART	155	03	M	4.000	Visual Communication I	MW	11:45 am-02:15 pm	12	0	12	10	0	10	0	0	0	TBA	08/22-12/14	FR XARTS 005	In-Person Modality and Tuition (Liberal Arts)
C	41105	ART	195	01	M	4.000	FYS: Exploring Asian Art in SF	R	12:45 pm-04:25 pm	0	0	0	0	0	0	0	0	0	Jon Ryan Soriano (P)	08/22-12/14	LM 357	First-Year Seminar and In-Person Modality and Tuition (Liberal Arts)
C	41106	ART	195	02	M	4.000	FYS: Art in Multicultural SF	F	11:45 am-03:25 pm	0	0	0	0	0	0	0	0	0	Jessica Snow (P)	08/22-12/14	LM 357	First-Year Seminar and In-Person Modality and Tuition (Liberal Arts)
NR	41107	ART	199	01	M	2.000	Methods/Theory in Art History	W	01:00 pm-02:45 pm	20	0	20	0	0	0	0	0	0	Catherine H Lusheck (P)	08/22-12/14	LM 357	In-Person Modality and Tuition (Liberal Arts)
NR	41108	ART	205	01	M	4.000	Typography	MW	09:00 am-11:30 am	12	0	12	10	0	10	0	0	0	Stuart D McKee (P)	08/22-12/14	FR XARTS 006	In-Person Modality and Tuition (Liberal Arts)
NR	41109	ART	205	02	M	4.000	Typography	MW	11:45 am-02:15 pm	12	0	12	10	0	10	0	0	0	Stuart D McKee (P)	08/22-12/14	FR XARTS 006	In-Person Modality and Tuition (Liberal Arts)
NR	41110	ART	205	03	M	4.000	Typography	TR	09:00 am-11:30 am	12	0	12	10	0	10	0	0	0	Noopur Agarwal (P)	08/22-12/14	FR XARTS 005	In-Person Modality and Tuition (Liberal Arts)
NR	41111	ART	205	04	M	4.000	Typography	TR	01:00 pm-03:30 pm	12	0	12	10	0	10	0	0	0	Noopur Agarwal (P)	08/22-12/14	FR XARTS 006	In-Person Modality and Tuition (Liberal Arts)
NR	41112	ART	208	01	M	4.000	African Art	MW	04:45 pm-06:25 pm	40	0	40	0	0	0	0	0	0	Celia S Stahr (P)	08/22-12/14	LM 351	UG MJR/MNR ART NON-WESTERN and UG MJR-International Studies and Core F Visual and Perf Arts and Core CD Cultural Diversity and UG MJR FNAR ELECT (FNAR) and In-Person Modality and UG MNR AFRS FULL COV. (MAF1) and Tuition (Liberal Arts)
NR	41113	ART	216	01	M	4.000	Filipino American Arts	TR	04:35 pm-06:20 pm	40	0	40	0	0	0	0	0	0	Jenifer Karla Wofford (P)	08/22-12/14	LM 351	UG MJR/MNR ART NON-WESTERN and UG MJR-Asian Studies and Core F Visual and Perf Arts and Core CD Cultural Diversity and In-Person Modality and Tuition (Liberal Arts)
NR	41114	ART	220	01	M	4.000	Painting I	TBA	14	0	14	0	0	0	0	0	0	TBA	08/22-12/14	TBA	In-Person Modality and UG MNR FNAR ELECT (MFA1) and Tuition (Liberal Arts)
NR	41115	ART	230	01	M	4.000	Sculpture I	TBA	12	0	12	0	0	0	0	0	0	TBA	08/22-12/14	TBA	Core F Visual and Perf Arts and In-Person Modality and UG MNR FNAR ELECT (MFA1) and Tuition (Liberal Arts)
NR	41116	ART	240	01	ODP	1.000	Art + Arch Lecture Series	R	11:50 am-12:40 pm	15	0	15	0	0	0	0	0	0	TBA	08/22-12/14	RMT RMT	Remote Modality and Tuition (Liberal Arts)
NR	41117	ART	270	01	M	4.000	Ceramics I: Dept Only	TR	08:45 am-11:30 am	12	0	12	0	0	0	0	0	0	Sean Connor Olson (P)	08/22-12/14	FR XARTS 001	Core F Visual and Perf Arts and In-Person Modality and Tuition (Liberal Arts)
NR	41118	ART	272	01	M	4.000	Visual Communication II	TR	09:00 am-11:30 am	12	0	12	10	0	10	0	0	0	Carolyn Hott (P)	08/22-12/14	CO G25	In-Person Modality and Tuition (Liberal Arts)
NR	41119	ART	272	02	M	4.000	Visual Communication II	TR	01:00 pm-03:30 pm	12	0	12	10	0	10	0	0	0	Carolyn Hott (P)	08/22-12/14	CO G25	In-Person Modality and Tuition (Liberal Arts)
NR	41120	ART	272	03	M	4.000	Visual Communication II	TR	03:45 pm-06:15 pm	12	0	12	10	0	10	0	0	0	Carolyn Hott (P)	08/22-12/14	CO G25	In-Person Modality and Tuition (Liberal Arts)
NR	41121	ART	272	04	M	4.000	Visual Communication II	MW	02:30 pm-05:00 pm	12	0	12	10	0	10	0	0	0	TBA	08/22-12/14	TBA TBA	In-Person Modality and Tuition (Liberal Arts)
NR	41122	ART	301	01	M	4.000	Design & Social Change	F	11:45 am-03:25 pm	20	0	20	10	0	10	0	0	0	Sabiha Basrai (P)	08/22-12/14	LM 351	In-Person Modality and UG MNR PSCE Models Soc (PSC3) and Tuition (Liberal Arts)
NR	41123	ART	302	01	M	4.000	Renaissance Art	TR	09:55 am-11:40 am	20	0	20	0	0	0	0	0	0	Catherine H Lusheck (P)	08/22-12/14	LM 357	UG MNR ART HIST. ELECT (AHAM) and UG MJR/MNR ART PRE-MODERN W. and UG MJR-International Studies and Core F Visual and Perf Arts and In-Person Modality and UG MNR EURO ELECT (MEU1) and Tuition (Liberal Arts)
NR	42272	ART	335	01	M	4.000	Information Visualization	MW	05:15 pm-07:45 pm	15	0	15	0	0	0	0	0	0	TBA	08/22-12/14	FR XARTS 005	Tuition (Liberal Arts)
NR	41126	ART	375	01	M	4.000	Printmaking I	TBA	14	0	14	0	0	0	0	0	0	TBA	08/22-12/14	TBA	In-Person Modality and UG MNR FNAR ELECT (MFA1) and Tuition (Liberal Arts)
NR	41127	ART	377	01	M	4.000	Critical Brand/Package Design	TR	03:45 pm-06:15 pm	15	0	15	0	0	0	0	0	0	Richard Roche (P)	08/22-12/14	FR XARTS 006	In-Person Modality and Tuition (Liberal Arts)
