4.0; Joseph Musallam
4.8; Lucio Mare
4.7; Zhiqiang Li
4.0; Beatrice Hallier
4.2; Joanne Babin
4.4; Kathleen Arnolfo
4.4; Suprna Chakraborty
3.8; Mark Bauermeister
4.5; John Nelson
5.0; Dalit Gvirtsman
2.7; Vijaya Nagarajan
5.0; Jessica Blum-Sorensen
4.7; Ryan Van Meter
4.8; Peter Kline
5.0; Ludwig Chincarini
5.0; June Lee
5.0; Ya Chi Teng
4.1; Dennis Recio
3.8; Greg Benson
5.0; Haden Lee
3.6; Tika Lamsal
3.3; Kirsten Hilbert
3.3; Paula Birnbaum
3.9; Catherine Lusheck
0.0; Puminan Punthasee
0.0; Kendon Kurzer
4.2; Amanda Parris
0.0; Nathanael Rosidi
3.2; Uldis Kruze
4.6; Sandhyarani Patlolla
4.3; Michael Jonas
3.9; John Sullivan
3.1; Michael Becker
3.0; Manuel Tarrazo
4.6; Edward Kreutzer
1.0; Penelope Cipriani
4.5; Xiaoya Ding
3.3; Zachary Burns
4.5; Mark Taylor
4.1; Nick Tay
2.3; Aline Hitti
4.4; Leslie King
3.0; Wei Menkus
4.2; Marlene Mahony
2.5; Liang Wang
3.2; Rachel Beth Egenhoefer
5.0; Liat Berdugo
4.0; Susana Leong
4.0; Janet Yang
4.2; David Byrd
3.3; Naupaka Zimmerman
4.6; Julio Moreno
3.9; Debra Conroy-Mccue
5.0; Sylvia Andrade
4.8; John Hurley
4.0; Dina Silverthorne
4.4; Erica Arana
4.0; Thea Hardwick
3.5; Jennifer Tripp
4.6; Beste Yuksel
0.0; Milk Nikolic
3.7; John Perez
2.4; Trina Palomarez
5.0; Jacquelyn Burness
4.2; Amie Dowling
3.7; Marlene Mahony
5.0; Joseph Nguyen
2.0; YeoMyoung Cho
4.7; Vivian Faustino-Pulliam
5.0; Kerry Shannon
4.2; Peter Vahle
5.0; Jon Rahoi
4.7; Brandi Lawless
3.1; Ben Linzer
3.9; Renee Hubert
5.0; Gina Stahl-Haven
5.0; Kathleen Coll
4.7; Scott Nunes
4.7; Indre Viskontas
3.4; Huang Xiaosheng
4.0; Janice Mark
5.0; Sarah Hubbell
4.6; Taymiya Zaman
0.0; Daniel Callahan
2.6; Ronald Key
3.6; Carol Batker
3.5; Adrienne Johnson
3.2; Julie Sullivan
4.8; John Ryan
4.6; Leigh Meredith
5.0; Inna Arzumanova
3.6; Marjolein Oele
4.6; Mary Jane Niles
4.2; James Sikes
4.4; Maximilian DeLaure
4.4; Stephen Roddy
4.2; Timothy Tung
5.0; Elyse Banks
4.5; Oren Kroll-Zeldin
3.9; Katrina Olds
4.4; Libo Xu
4.5; Claudia Roehl
3.6; Sarita Kumble
2.5; Emille Lawrence
3.8; Mark Cannice
4.2; John Koeplin
5.0; Andrew Rothman
4.5; Alexander Ochoa
4.4; Renee Brunelle
0.0; Susan Barnes
4.5; Kara Knafelc
4.6; Michael Webber
0.0; Jeffrey Johnson
3.1; Patrick Schwieterman
3.5; Henderson Andrea
5.0; Juli Maxworthy
4.4; Cathal Doherty
5.0; Mallory Manuel
1.0; Alfreda Rhodes-King
3.0; Gennadi Mikhailik
3.9; Benjamin Levy
0.0; Eduardo Maisonet
4.6; David Silver
2.3; Alexis Herr
3.9; Leslie Dennen
3.5; Todd Lewis
5.0; Bradley Onishi
4.4; Jennifer Turpin
4.3; Kyunghee Yoon
0.0; Marthinus Van Loggerenberg
1.7; Kathleen Klaus
4.3; Shivani Shukla
3.3; Stephanie Levin
2.0; George Perdizet
4.8; Brian Pines
0.0; Onllwyn Dixon
4.6; Nicole Mauro
4.8; Anna Rojas
2.4; Fernando Comiran
4.7; Erik Christianson
4.7; Angela Banks
4.6; Jia Li
5.0; Mark Meritt
4.9; Brett Bonthron
4.3; Evan Elliot
4.3; Andrei Antokhin
3.9; Vamsee Juluri
4.2; Nicole Raeburn
0.0; Dorothy Escobar
3.6; Gerard Kuperus
4.3; Cassandra Millspaugh
4.3; Jonathan Hunt
2.5; Minhua Zhu
3.0; Kenneth Harrington
4.1; Shannon Siegel
3.0; Terence Parr
4.4; Mayo Buenafe-Ze
4.5; Rebecca Mason
4.1; Louise Goupil
4.8; Tami Spector
2.2; Tsering Wangchuk
4.9; Peter Ajer
5.0; Richard Lindsay
2.0; Benjamin Daniels
5.0; David Brizan
3.0; Luigi Lucaccini
5.0; Joyce Yang
4.5; Timothy Wolcott
4.1; Ronald Sundstrom
5.0; Timothy Godfrey
2.4; Angela Beasley
4.8; Quynh Pham
4.1; John O'Meara
1.0; Insun He
4.8; Greig Mulberry
